mu,a,ap,f,cx,cy,fx,fy,phi,w2_u2,alpha,cl,cd,gamma,dmu,dpsi,dct,dcp
0.20800000000000002,0.423090991412468,0.07370213428005301,0.36720705322101566,0.982517063005975,0.2901571472167283,1371.6510129473788,397.4759462229414,0.2985377118258316,3.5188279277474233,8.016950913112954,1.0247153472565738,0.01633956005727109,17.297195061690953,0.016000000000000014,0.1745329251994329,0.003492880622521291,0.0016842412048785887
0.22400000000000003,0.3214973864396437,0.05522140221366923,0.5627063938215833,1.0382735080267382,0.3246246805441776,1662.3721188375046,512.1631742405943,0.3328075647766775,4.029030127893974,10.204468851730379,1.087242591038199,0.033780878836394856,18.09171671487564,0.01599999999999999,0.1745329251994329,0.004233195839538184,0.0023371493619719534
0.24,0.285907827736245,0.045566160141453045,0.6760368103386074,1.0527139981187041,0.32675465276820237,1871.4063926013562,573.5271678488346,0.3304523090652159,4.530636426488691,10.29352263978955,1.1016632281430487,0.03333355426210301,18.067276941546005,0.01599999999999999,0.1745329251994329,0.004765497246660448,0.002804111885126774
0.256,0.26830857379000983,0.03925257185720794,0.7543159206360293,1.0587022328291018,0.32140984734833317,2066.772204668984,620.2630043337283,0.3199818069164183,5.054093699787351,9.917607057280785,1.106012172961116,0.029002893726278643,17.873156715051632,0.016000000000000014,0.1745329251994329,0.0052629922018880525,0.00323478890600014
0.272,0.25863627540777845,0.034695654079521535,0.811687524158194,1.0610047806422322,0.3136150666145967,2258.5104668861336,660.3057306421816,0.3070679152538275,5.605715058259157,9.401695567925149,1.1062161981847742,0.023348483540410116,17.61096187510161,0.016000000000000014,0.1745329251994329,0.0057512496772754015,0.0036588455049653243
0.28800000000000003,0.25326725660438537,0.031222034237248304,0.8549468219382632,1.061399303275391,0.3052280460970067,2449.6802198130613,696.7328907649472,0.29358651248788564,6.187809290801656,8.85326808752068,1.1044817006729468,0.017156241028703976,17.31827306655181,0.016000000000000014,0.1745329251994329,0.006238059455643031,0.004087793058691164
0.30400000000000005,0.2494614671790371,0.028264597675751894,0.8878146373480115,1.0560104756769415,0.29452944511316714,2631.557390923797,725.8800677133273,0.28078976273092643,6.800789009089131,8.344068334961861,1.0965114745327253,0.012103876328204439,16.930137166785276,0.015999999999999955,0.1745329251994329,0.006701205868728536,0.004495402222593351
0.32,0.24516718981764302,0.025447854132371224,0.9127040466820955,1.0409146848972262,0.2796646897086966,2792.194420774547,742.4329403958803,0.2694376679491789,7.4442072148500955,7.91764121533525,1.078021641438017,0.009887008363790655,16.385928949857856,0.016000000000000014,0.1745329251994329,0.007110264706238091,0.004839910292613319
0.336,0.23948619819319636,0.022773722130433098,0.93151189298938,1.0155944343883463,0.26222761829219804,2925.741666373121,748.2385627777778,0.2596476279402221,8.119276205685205,7.580713241557796,1.0490581104402676,0.00939999493216993,15.69390933218641,0.016000000000000014,0.1745329251994329,0.007450339974611218,0.005121644919683553
0.352,0.23438830202324745,0.020462557581282795,0.9461085750177707,0.9898356714718439,0.24560019218093584,3052.1451867990245,750.6637138820535,0.2504629206435837,8.826348743147497,7.278468277397408,1.0199730040507327,0.009226601401662798,15.014002619626778,0.015999999999999955,0.1745329251994329,0.007772223896211216,0.005382923252959393
0.368,0.22991398341638591,0.018475437733146995,0.9575116085086247,0.9649131267051375,0.23023215996388627,3174.2849249669207,751.2326369886441,0.24179210932474327,9.56569747732023,7.005667383873582,0.992097341020123,0.009106059061339693,14.365569497971382,0.016000000000000014,0.1745329251994329,0.008083250185449144,0.005631866704978225
0.384,0.22609112817616733,0.01676482891633172,0.9664654924795257,0.9416624858516851,0.21621630537315006,3294.5827015223767,750.7282144344929,0.2335678278409552,10.337383578944781,6.7584507653249375,0.9662433515651819,0.00900440212590103,13.759305326288187,0.016000000000000014,0.1745329251994329,0.008389585957957387,0.005872784486193656
0.4,0.22286655734144223,0.015285008662023269,0.9735159212955714,0.9203541252187412,0.2034975606297747,3414.3145384340605,749.5611848256926,0.2257597250360478,11.141463406603295,6.535079428599489,0.9426433960632031,0.00891956782681142,13.197007544884844,0.016000000000000014,0.1745329251994329,0.008694480576996861,0.006107974026999131
0.41600000000000004,0.22016557933607822,0.01399733952964089,0.9790748457136715,0.901020137736479,0.19197723979106865,3534.1911316126498,747.9832026703627,0.21834810970213805,11.977993665644405,6.334425150592016,0.9212917045586131,0.008850298305954907,12.676973854726516,0.016000000000000014,0.1745329251994329,0.00899974381484308,0.006338920090464412
0.43200000000000005,0.21792440313909714,0.012870624343215089,0.9834595891584184,0.8836285505588848,0.1815500114924549,3654.756362211568,746.1734486752108,0.21131256850535604,12.847020754612542,6.155318333425983,0.9021215831942161,0.008795445982842917,12.196683804785803,0.015999999999999955,0.1745329251994329,0.009306760653480394,0.00656679773088939
0.448,0.21608031004524908,0.011879175104240108,0.9869158029150923,0.8680840133549818,0.17210794941122226,3776.32279370353,744.2443218588952,0.20463467740185676,13.748585763890787,5.996703357147515,0.8850064127295607,0.008753951580820585,11.752885161048575,0.016000000000000014,0.1745329251994329,0.0096163270292562,0.0067924061294053865
0.464,0.21461572019235098,0.011004074924044274,0.9896371647026142,0.8544026649190788,0.16357517214601885,3899.601257590885,742.3715491872596,0.19828571643889362,14.682720863824947,5.856934689676412,0.8699375070259066,0.00871720149560523,11.343985091617819,0.016000000000000014,0.1745329251994329,0.009930253059727372,0.007017289622024754
0.48000000000000004,0.21348970527647648,0.010228023930138708,0.9917729785950614,0.8424888645843651,0.15585901835328925,4024.863808643394,740.6148406496116,0.19224661641269375,15.64945113408058,5.734919746117814,0.8567951074963243,0.008685524279275934,10.96697737595295,0.016000000000000014,0.1745329251994329,0.010249231526676296,0.007242087187452032
0.496,0.2126670205178168,0.009536777917448256,0.9934399482647582,0.8322470872638814,0.14887605034633156,4152.322134052681,739.0156316381954,0.18649895981383233,16.648798579551435,5.6296032809125345,0.845462926939946,0.008658719445917288,10.619014362365723,0.015999999999999955,0.1745329251994329,0.010573801487109949,0.007467330999745209
0.512,0.21211691177708,0.008918500211940922,0.9947290111031213,0.8235849363662501,0.14255132754429117,4282.134201998412,737.5991485677347,0.1810252136742105,17.680781797189976,5.539980728986184,0.8358306759787685,0.00863662128363921,10.297433928058426,0.016000000000000014,0.1745329251994329,0.010904365203694656,0.0076934381905463395
